"all_riders" "rider_class" "stage" "points" "stage_class"
"Einer Rubio" "Climber" "X10" 0 "hills"
"Einer Rubio" "Climber" "X11" 0 "hills"
"Einer Rubio" "Climber" "X12" 52 "mount"
"Einer Rubio" "Climber" "X14" 27 "mount"
"Einer Rubio" "Climber" "X15" 0 "hills"
"Einer Rubio" "Climber" "X16" 0 "mount"
"Einer Rubio" "Climber" "X17" 0 "flat"
"Einer Rubio" "Climber" "X18" 138 "mount"
"Einer Rubio" "Climber" "X19" 6 "mount"
"Einer Rubio" "Climber" "X20" 0 "hills"
"Einer Rubio" "Climber" "X21" 0 "flat"
"Laurence Pithie" "Unclassed" "X1" 0 "flat"
"Laurence Pithie" "Unclassed" "X2" 0 "hills"
"Laurence Pithie" "Unclassed" "X3" 0 "flat"
"Laurence Pithie" "Unclassed" "X4" 0 "hills"
"Laurence Pithie" "Unclassed" "X6" 0 "hills"
"Laurence Pithie" "Unclassed" "X7" 0 "hills"
"Laurence Pithie" "Unclassed" "X8" 0 "flat"
"Laurence Pithie" "Unclassed" "X9" 0 "flat"
"Laurence Pithie" "Unclassed" "X10" 0 "hills"
"Laurence Pithie" "Unclassed" "X11" 0 "hills"
"Laurence Pithie" "Unclassed" "X12" 5 "mount"
"Laurence Pithie" "Unclassed" "X14" 2 "mount"
"Laurence Pithie" "Unclassed" "X15" 4 "hills"
"Laurence Pithie" "Unclassed" "X16" 4 "mount"
"Laurence Pithie" "Unclassed" "X17" 8 "flat"
"Laurence Pithie" "Unclassed" "X18" 4 "mount"
"Laurence Pithie" "Unclassed" "X19" 4 "mount"
"Laurence Pithie" "Unclassed" "X20" 4 "hills"
"Laurence Pithie" "Unclassed" "X21" 4 "flat"
"Danny Van Poppel" "Sprinter" "X1" 0 "flat"
"Danny Van Poppel" "Sprinter" "X2" 0 "hills"
"Danny Van Poppel" "Sprinter" "X3" 0 "flat"
"Danny Van Poppel" "Sprinter" "X4" 0 "hills"
"Danny Van Poppel" "Sprinter" "X6" 0 "hills"
"Danny Van Poppel" "Sprinter" "X7" 0 "hills"
"Danny Van Poppel" "Sprinter" "X8" 50 "flat"
"Danny Van Poppel" "Sprinter" "X9" 8 "flat"
"Danny Van Poppel" "Sprinter" "X10" 0 "hills"
"Danny Van Poppel" "Sprinter" "X11" 0 "hills"
"Danny Van Poppel" "Sprinter" "X12" 2 "mount"
"Danny Van Poppel" "Sprinter" "X14" 2 "mount"
"Danny Van Poppel" "Sprinter" "X15" 4 "hills"
"Danny Van Poppel" "Sprinter" "X16" 4 "mount"
"Danny Van Poppel" "Sprinter" "X17" 0 "flat"
"Danny Van Poppel" "Sprinter" "X18" 0 "mount"
"Danny Van Poppel" "Sprinter" "X19" 0 "mount"
"Danny Van Poppel" "Sprinter" "X20" 0 "hills"
"Danny Van Poppel" "Sprinter" "X21" 0 "flat"
"Mattia Cattaneo" "Unclassed" "X1" 1 "flat"
"Mattia Cattaneo" "Unclassed" "X2" 0 "hills"
"Mattia Cattaneo" "Unclassed" "X3" 8 "flat"
"Mattia Cattaneo" "Unclassed" "X4" 0 "hills"
"Mattia Cattaneo" "Unclassed" "X6" 2 "hills"
"Mattia Cattaneo" "Unclassed" "X7" 4 "hills"
"Mattia Cattaneo" "Unclassed" "X8" 0 "flat"
"Mattia Cattaneo" "Unclassed" "X9" 0 "flat"
"Mattia Cattaneo" "Unclassed" "X10" 0 "hills"
"Mattia Cattaneo" "Unclassed" "X11" 0 "hills"
"Mattia Cattaneo" "Unclassed" "X12" 0 "mount"
"Mattia Cattaneo" "Unclassed" "X14" 0 "mount"
"Mattia Cattaneo" "Unclassed" "X15" 0 "hills"
"Mattia Cattaneo" "Unclassed" "X16" 0 "mount"
"Mattia Cattaneo" "Unclassed" "X17" 0 "flat"
"Mattia Cattaneo" "Unclassed" "X18" 0 "mount"
"Mattia Cattaneo" "Unclassed" "X19" 0 "mount"
"Mattia Cattaneo" "Unclassed" "X20" 0 "hills"
"Mattia Cattaneo" "Unclassed" "X21" 0 "flat"
"Valentin Paret-Peintre" "Climber" "X1" 0 "flat"
"Valentin Paret-Peintre" "Climber" "X2" 0 "hills"
"Valentin Paret-Peintre" "Climber" "X3" 8 "flat"
"Valentin Paret-Peintre" "Climber" "X4" 0 "hills"
"Valentin Paret-Peintre" "Climber" "X6" 2 "hills"
"Valentin Paret-Peintre" "Climber" "X7" 4 "hills"
"Valentin Paret-Peintre" "Climber" "X8" 4 "flat"
"Valentin Paret-Peintre" "Climber" "X9" 12 "flat"
"Valentin Paret-Peintre" "Climber" "X10" 22 "hills"
"Valentin Paret-Peintre" "Climber" "X11" 2 "hills"
"Valentin Paret-Peintre" "Climber" "X12" 2 "mount"
"Valentin Paret-Peintre" "Climber" "X14" 16 "mount"
"Valentin Paret-Peintre" "Climber" "X15" 0 "hills"
"Valentin Paret-Peintre" "Climber" "X16" 251 "mount"
"Valentin Paret-Peintre" "Climber" "X17" 1 "flat"
"Valentin Paret-Peintre" "Climber" "X18" 0 "mount"
"Valentin Paret-Peintre" "Climber" "X19" 111 "mount"
"Valentin Paret-Peintre" "Climber" "X20" 3 "hills"
"Valentin Paret-Peintre" "Climber" "X21" 17 "flat"
"Maximilian Schachmann" "All Rounder" "X1" 0 "flat"
"Maximilian Schachmann" "All Rounder" "X2" 0 "hills"
"Maximilian Schachmann" "All Rounder" "X3" 8 "flat"
"Maximilian Schachmann" "All Rounder" "X4" 0 "hills"
"Maximilian Schachmann" "All Rounder" "X6" 2 "hills"
"Maximilian Schachmann" "All Rounder" "X7" 4 "hills"
"Maximilian Schachmann" "All Rounder" "X8" 4 "flat"
"Maximilian Schachmann" "All Rounder" "X9" 12 "flat"
"Maximilian Schachmann" "All Rounder" "X10" 2 "hills"
"Maximilian Schachmann" "All Rounder" "X11" 2 "hills"
"Maximilian Schachmann" "All Rounder" "X12" 2 "mount"
"Maximilian Schachmann" "All Rounder" "X14" 0 "mount"
"Maximilian Schachmann" "All Rounder" "X15" 0 "hills"
"Maximilian Schachmann" "All Rounder" "X16" 8 "mount"
"Maximilian Schachmann" "All Rounder" "X17" 0 "flat"
"Maximilian Schachmann" "All Rounder" "X18" 0 "mount"
"Maximilian Schachmann" "All Rounder" "X19" 0 "mount"
"Maximilian Schachmann" "All Rounder" "X20" 2 "hills"
"Maximilian Schachmann" "All Rounder" "X21" 0 "flat"
"Ilan Van Wilder" "All Rounder" "X1" 0 "flat"
"Ilan Van Wilder" "All Rounder" "X2" 0 "hills"
"Ilan Van Wilder" "All Rounder" "X3" 8 "flat"
"Ilan Van Wilder" "All Rounder" "X4" 0 "hills"
"Ilan Van Wilder" "All Rounder" "X6" 2 "hills"
"Ilan Van Wilder" "All Rounder" "X7" 4 "hills"
"Ilan Van Wilder" "All Rounder" "X8" 4 "flat"
"Ilan Van Wilder" "All Rounder" "X9" 12 "flat"
"Ilan Van Wilder" "All Rounder" "X10" 2 "hills"
"Ilan Van Wilder" "All Rounder" "X11" 2 "hills"
"Ilan Van Wilder" "All Rounder" "X12" 2 "mount"
"Ilan Van Wilder" "All Rounder" "X14" 0 "mount"
"Ilan Van Wilder" "All Rounder" "X15" 0 "hills"
"Ilan Van Wilder" "All Rounder" "X16" 163 "mount"
"Ilan Van Wilder" "All Rounder" "X17" 0 "flat"
"Ilan Van Wilder" "All Rounder" "X18" 0 "mount"
"Ilan Van Wilder" "All Rounder" "X19" 0 "mount"
"Ilan Van Wilder" "All Rounder" "X20" 2 "hills"
"Ilan Van Wilder" "All Rounder" "X21" 0 "flat"
"Eddie Dunbar" "All Rounder" "X1" 0 "flat"
"Eddie Dunbar" "All Rounder" "X2" 0 "hills"
"Eddie Dunbar" "All Rounder" "X3" 0 "flat"
"Eddie Dunbar" "All Rounder" "X4" 0 "hills"
"Eddie Dunbar" "All Rounder" "X6" 164 "hills"
"Eddie Dunbar" "All Rounder" "X7" 1 "hills"
"Eddie Dunbar" "All Rounder" "X8" 0 "flat"
"Eddie Dunbar" "All Rounder" "X9" 0 "flat"
"Eddie Dunbar" "All Rounder" "X10" 0 "hills"
"Eddie Dunbar" "All Rounder" "X11" 0 "hills"
"Eddie Dunbar" "All Rounder" "X12" 0 "mount"
"Eddie Dunbar" "All Rounder" "X14" 0 "mount"
"Eddie Dunbar" "All Rounder" "X15" 0 "hills"
"Eddie Dunbar" "All Rounder" "X16" 0 "mount"
"Eddie Dunbar" "All Rounder" "X17" 0 "flat"
"Eddie Dunbar" "All Rounder" "X18" 0 "mount"
"Eddie Dunbar" "All Rounder" "X19" 0 "mount"
"Eddie Dunbar" "All Rounder" "X20" 0 "hills"
"Eddie Dunbar" "All Rounder" "X21" 0 "flat"
"Luka Mezgec" "Unclassed" "X1" 0 "flat"
"Luka Mezgec" "Unclassed" "X2" 0 "hills"
"Luka Mezgec" "Unclassed" "X3" 0 "flat"
"Luka Mezgec" "Unclassed" "X4" 0 "hills"
"Luka Mezgec" "Unclassed" "X6" 0 "hills"
"Luka Mezgec" "Unclassed" "X7" 0 "hills"
"Luka Mezgec" "Unclassed" "X8" 0 "flat"
"Luka Mezgec" "Unclassed" "X9" 0 "flat"
"Luka Mezgec" "Unclassed" "X10" 0 "hills"
"Luka Mezgec" "Unclassed" "X11" 4 "hills"
"Luka Mezgec" "Unclassed" "X12" 0 "mount"
"Luka Mezgec" "Unclassed" "X14" 0 "mount"
"Luka Mezgec" "Unclassed" "X15" 0 "hills"
"Luka Mezgec" "Unclassed" "X16" 0 "mount"
"Luka Mezgec" "Unclassed" "X17" 0 "flat"
"Luka Mezgec" "Unclassed" "X18" 8 "mount"
"Luka Mezgec" "Unclassed" "X19" 0 "mount"
"Luka Mezgec" "Unclassed" "X20" 0 "hills"
"Luka Mezgec" "Unclassed" "X21" 0 "flat"
"Luke Plapp" "Unclassed" "X1" 0 "flat"
"Luke Plapp" "Unclassed" "X2" 0 "hills"
"Luke Plapp" "Unclassed" "X3" 0 "flat"
"Luke Plapp" "Unclassed" "X4" 0 "hills"
"Luke Plapp" "Unclassed" "X6" 0 "hills"
"Luke Plapp" "Unclassed" "X7" 0 "hills"
"Luke Plapp" "Unclassed" "X8" 0 "flat"
"Luke Plapp" "Unclassed" "X9" 1 "flat"
"Luke Plapp" "Unclassed" "X10" 20 "hills"
"Luke Plapp" "Unclassed" "X11" 4 "hills"
"Luke Plapp" "Unclassed" "X12" 0 "mount"
"Luke Plapp" "Unclassed" "X14" 0 "mount"
"Luke Plapp" "Unclassed" "X15" 0 "hills"
"Luke Plapp" "Unclassed" "X16" 0 "mount"
"Luke Plapp" "Unclassed" "X17" 0 "flat"
"Luke Plapp" "Unclassed" "X18" 8 "mount"
"Luke Plapp" "Unclassed" "X19" 0 "mount"
"Luke Plapp" "Unclassed" "X20" 0 "hills"
"Luke Plapp" "Unclassed" "X21" 0 "flat"
"Mauro Schmid" "Unclassed" "X1" 0 "flat"
"Mauro Schmid" "Unclassed" "X2" 0 "hills"
"Mauro Schmid" "Unclassed" "X3" 0 "flat"
"Mauro Schmid" "Unclassed" "X4" 0 "hills"
"Mauro Schmid" "Unclassed" "X6" 0 "hills"
"Mauro Schmid" "Unclassed" "X7" 0 "hills"
"Mauro Schmid" "Unclassed" "X8" 0 "flat"
"Mauro Schmid" "Unclassed" "X9" 0 "flat"
"Mauro Schmid" "Unclassed" "X10" 25 "hills"
"Mauro Schmid" "Unclassed" "X11" 212 "hills"
"Mauro Schmid" "Unclassed" "X12" 0 "mount"
"Mauro Schmid" "Unclassed" "X14" 0 "mount"
"Mauro Schmid" "Unclassed" "X15" 0 "hills"
"Mauro Schmid" "Unclassed" "X16" 0 "mount"
"Mauro Schmid" "Unclassed" "X17" 0 "flat"
"Mauro Schmid" "Unclassed" "X18" 8 "mount"
"Mauro Schmid" "Unclassed" "X19" 0 "mount"
"Mauro Schmid" "Unclassed" "X20" 0 "hills"
"Mauro Schmid" "Unclassed" "X21" 0 "flat"
"Tobias Lund Andresen" "Sprinter" "X1" 3 "flat"
"Tobias Lund Andresen" "Sprinter" "X2" 0 "hills"
"Tobias Lund Andresen" "Sprinter" "X3" 50 "flat"
"Tobias Lund Andresen" "Sprinter" "X4" 0 "hills"
"Tobias Lund Andresen" "Sprinter" "X6" 0 "hills"
"Tobias Lund Andresen" "Sprinter" "X7" 2 "hills"
"Tobias Lund Andresen" "Sprinter" "X8" 110 "flat"
"Tobias Lund Andresen" "Sprinter" "X9" 0 "flat"
"Tobias Lund Andresen" "Sprinter" "X10" 0 "hills"
"Tobias Lund Andresen" "Sprinter" "X11" 0 "hills"
"Tobias Lund Andresen" "Sprinter" "X12" 0 "mount"
"Tobias Lund Andresen" "Sprinter" "X14" 0 "mount"
"Tobias Lund Andresen" "Sprinter" "X15" 1 "hills"
"Tobias Lund Andresen" "Sprinter" "X16" 0 "mount"
"Tobias Lund Andresen" "Sprinter" "X17" 160 "flat"
"Tobias Lund Andresen" "Sprinter" "X18" 0 "mount"
"Tobias Lund Andresen" "Sprinter" "X19" 0 "mount"
"Tobias Lund Andresen" "Sprinter" "X20" 4 "hills"
"Tobias Lund Andresen" "Sprinter" "X21" 40 "flat"
"Warren Barguil" "Unclassed" "X1" 0 "flat"
"Warren Barguil" "Unclassed" "X2" 0 "hills"
"Warren Barguil" "Unclassed" "X3" 0 "flat"
"Warren Barguil" "Unclassed" "X4" 0 "hills"
"Warren Barguil" "Unclassed" "X6" 0 "hills"
"Warren Barguil" "Unclassed" "X7" 2 "hills"
"Warren Barguil" "Unclassed" "X8" 0 "flat"
"Warren Barguil" "Unclassed" "X9" 0 "flat"
"Warren Barguil" "Unclassed" "X10" 0 "hills"
"Warren Barguil" "Unclassed" "X11" 0 "hills"
"Warren Barguil" "Unclassed" "X12" 0 "mount"
"Warren Barguil" "Unclassed" "X14" 0 "mount"
"Warren Barguil" "Unclassed" "X15" 16 "hills"
"Warren Barguil" "Unclassed" "X16" 0 "mount"
"Warren Barguil" "Unclassed" "X17" 2 "flat"
"Warren Barguil" "Unclassed" "X18" 0 "mount"
"Warren Barguil" "Unclassed" "X19" 0 "mount"
"Warren Barguil" "Unclassed" "X20" 4 "hills"
"Warren Barguil" "Unclassed" "X21" 0 "flat"
"Pavel Bittner" "Sprinter" "X1" 0 "flat"
"Pavel Bittner" "Sprinter" "X2" 0 "hills"
"Pavel Bittner" "Sprinter" "X3" 120 "flat"
"Pavel Bittner" "Sprinter" "X4" 0 "hills"
"Pavel Bittner" "Sprinter" "X6" 0 "hills"
"Pavel Bittner" "Sprinter" "X7" 2 "hills"
"Pavel Bittner" "Sprinter" "X8" 0 "flat"
"Pavel Bittner" "Sprinter" "X9" 140 "flat"
"Pavel Bittner" "Sprinter" "X10" 0 "hills"
"Pavel Bittner" "Sprinter" "X11" 0 "hills"
"Pavel Bittner" "Sprinter" "X12" 0 "mount"
"Pavel Bittner" "Sprinter" "X14" 0 "mount"
"Pavel Bittner" "Sprinter" "X15" 0 "hills"
"Pavel Bittner" "Sprinter" "X16" 0 "mount"
"Pavel Bittner" "Sprinter" "X17" 2 "flat"
"Pavel Bittner" "Sprinter" "X18" 0 "mount"
"Pavel Bittner" "Sprinter" "X19" 0 "mount"
"Pavel Bittner" "Sprinter" "X20" 4 "hills"
"Pavel Bittner" "Sprinter" "X21" 0 "flat"
"Sean Flynn" "Unclassed" "X1" 0 "flat"
"Sean Flynn" "Unclassed" "X2" 0 "hills"
"Sean Flynn" "Unclassed" "X3" 0 "flat"
"Sean Flynn" "Unclassed" "X4" 0 "hills"
"Sean Flynn" "Unclassed" "X6" 0 "hills"
"Sean Flynn" "Unclassed" "X7" 2 "hills"
"Sean Flynn" "Unclassed" "X8" 0 "flat"
"Sean Flynn" "Unclassed" "X9" 0 "flat"
"Sean Flynn" "Unclassed" "X10" 0 "hills"
"Sean Flynn" "Unclassed" "X11" 0 "hills"
"Sean Flynn" "Unclassed" "X12" 0 "mount"
"Sean Flynn" "Unclassed" "X14" 0 "mount"
"Sean Flynn" "Unclassed" "X15" 0 "hills"
"Sean Flynn" "Unclassed" "X16" 0 "mount"
"Sean Flynn" "Unclassed" "X17" 2 "flat"
"Sean Flynn" "Unclassed" "X18" 0 "mount"
"Sean Flynn" "Unclassed" "X19" 0 "mount"
"Sean Flynn" "Unclassed" "X20" 4 "hills"
"Sean Flynn" "Unclassed" "X21" 0 "flat"
"Frank Van Den Broek" "Unclassed" "X1" 0 "flat"
"Frank Van Den Broek" "Unclassed" "X2" 0 "hills"
"Frank Van Den Broek" "Unclassed" "X3" 0 "flat"
"Frank Van Den Broek" "Unclassed" "X4" 0 "hills"
"Frank Van Den Broek" "Unclassed" "X6" 0 "hills"
"Frank Van Den Broek" "Unclassed" "X7" 2 "hills"
"Frank Van Den Broek" "Unclassed" "X8" 0 "flat"
"Frank Van Den Broek" "Unclassed" "X9" 0 "flat"
"Frank Van Den Broek" "Unclassed" "X10" 0 "hills"
"Frank Van Den Broek" "Unclassed" "X11" 0 "hills"
"Frank Van Den Broek" "Unclassed" "X12" 0 "mount"
"Frank Van Den Broek" "Unclassed" "X14" 0 "mount"
"Frank Van Den Broek" "Unclassed" "X15" 0 "hills"
"Frank Van Den Broek" "Unclassed" "X16" 0 "mount"
"Frank Van Den Broek" "Unclassed" "X17" 2 "flat"
"Frank Van Den Broek" "Unclassed" "X18" 0 "mount"
"Frank Van Den Broek" "Unclassed" "X19" 0 "mount"
"Frank Van Den Broek" "Unclassed" "X20" 212 "hills"
"Frank Van Den Broek" "Unclassed" "X21" 0 "flat"
"Mathieu Burgaudeau" "Unclassed" "X1" 0 "flat"
"Mathieu Burgaudeau" "Unclassed" "X2" 0 "hills"
"Mathieu Burgaudeau" "Unclassed" "X3" 0 "flat"
"Mathieu Burgaudeau" "Unclassed" "X4" 0 "hills"
"Mathieu Burgaudeau" "Unclassed" "X6" 0 "hills"
"Mathieu Burgaudeau" "Unclassed" "X7" 0 "hills"
"Mathieu Burgaudeau" "Unclassed" "X8" 0 "flat"
"Mathieu Burgaudeau" "Unclassed" "X9" 0 "flat"
"Mathieu Burgaudeau" "Unclassed" "X10" 0 "hills"
"Mathieu Burgaudeau" "Unclassed" "X11" 106 "hills"
"Mathieu Burgaudeau" "Unclassed" "X12" 0 "mount"
"Mathieu Burgaudeau" "Unclassed" "X14" 0 "mount"
"Mathieu Burgaudeau" "Unclassed" "X15" 0 "hills"
"Mathieu Burgaudeau" "Unclassed" "X16" 0 "mount"
"Mathieu Burgaudeau" "Unclassed" "X17" 36 "flat"
"Mathieu Burgaudeau" "Unclassed" "X18" 0 "mount"
"Mathieu Burgaudeau" "Unclassed" "X19" 0 "mount"
"Mathieu Burgaudeau" "Unclassed" "X20" 0 "hills"
"Mathieu Burgaudeau" "Unclassed" "X21" 0 "flat"
"Steff Cras" "Climber" "X1" 0 "flat"
"Steff Cras" "Climber" "X2" 0 "hills"
"Steff Cras" "Climber" "X3" 0 "flat"
"Steff Cras" "Climber" "X4" 0 "hills"
"Steff Cras" "Climber" "X6" 0 "hills"
"Steff Cras" "Climber" "X7" 0 "hills"
"Steff Cras" "Climber" "X8" 0 "flat"
"Steff Cras" "Climber" "X9" 0 "flat"
"Steff Cras" "Climber" "X10" 0 "hills"
"Steff Cras" "Climber" "X11" 0 "hills"
"Steff Cras" "Climber" "X12" 0 "mount"
"Steff Cras" "Climber" "X14" 0 "mount"
"Steff Cras" "Climber" "X15" 0 "hills"
"Steff Cras" "Climber" "X16" 0 "mount"
"Steff Cras" "Climber" "X17" 0 "flat"
"Steff Cras" "Climber" "X18" 0 "mount"
"Steff Cras" "Climber" "X19" 0 "mount"
"Steff Cras" "Climber" "X20" 0 "hills"
"Steff Cras" "Climber" "X21" 0 "flat"
"Alexandre Delettre" "Unclassed" "X1" 0 "flat"
"Alexandre Delettre" "Unclassed" "X2" 50 "hills"
"Alexandre Delettre" "Unclassed" "X3" 2 "flat"
"Alexandre Delettre" "Unclassed" "X4" 0 "hills"
"Alexandre Delettre" "Unclassed" "X6" 0 "hills"
"Alexandre Delettre" "Unclassed" "X7" 0 "hills"
"Alexandre Delettre" "Unclassed" "X8" 0 "flat"
"Alexandre Delettre" "Unclassed" "X9" 0 "flat"
"Alexandre Delettre" "Unclassed" "X10" 0 "hills"
"Alexandre Delettre" "Unclassed" "X11" 0 "hills"
"Alexandre Delettre" "Unclassed" "X12" 0 "mount"
"Alexandre Delettre" "Unclassed" "X14" 0 "mount"
"Alexandre Delettre" "Unclassed" "X15" 0 "hills"
"Alexandre Delettre" "Unclassed" "X16" 0 "mount"
"Alexandre Delettre" "Unclassed" "X17" 0 "flat"
"Alexandre Delettre" "Unclassed" "X18" 0 "mount"
"Alexandre Delettre" "Unclassed" "X19" 0 "mount"
"Alexandre Delettre" "Unclassed" "X20" 0 "hills"
"Alexandre Delettre" "Unclassed" "X21" 0 "flat"
"Emilien Jeannière" "Sprinter" "X1" 0 "flat"
"Emilien Jeannière" "Sprinter" "X2" 0 "hills"
"Emilien Jeannière" "Sprinter" "X3" 0 "flat"
"Emilien Jeannière" "Sprinter" "X4" 0 "hills"
"Emilien Jeannière" "Sprinter" "X6" 0 "hills"
"Emilien Jeannière" "Sprinter" "X7" 0 "hills"
"Emilien Jeannière" "Sprinter" "X8" 0 "flat"
"Emilien Jeannière" "Sprinter" "X9" 0 "flat"
"Emilien Jeannière" "Sprinter" "X10" 0 "hills"
"Emilien Jeannière" "Sprinter" "X11" 0 "hills"
"Emilien Jeannière" "Sprinter" "X12" 0 "mount"
"Emilien Jeannière" "Sprinter" "X14" 0 "mount"
"Emilien Jeannière" "Sprinter" "X15" 0 "hills"
"Emilien Jeannière" "Sprinter" "X16" 0 "mount"
"Emilien Jeannière" "Sprinter" "X17" 0 "flat"
"Emilien Jeannière" "Sprinter" "X18" 0 "mount"
"Emilien Jeannière" "Sprinter" "X19" 0 "mount"
"Emilien Jeannière" "Sprinter" "X20" 0 "hills"
"Emilien Jeannière" "Sprinter" "X21" 0 "flat"
"Jordan Jegat" "Unclassed" "X1" 0 "flat"
"Jordan Jegat" "Unclassed" "X2" 0 "hills"
"Jordan Jegat" "Unclassed" "X3" 0 "flat"
"Jordan Jegat" "Unclassed" "X4" 0 "hills"
"Jordan Jegat" "Unclassed" "X6" 6 "hills"
"Jordan Jegat" "Unclassed" "X7" 55 "hills"
"Jordan Jegat" "Unclassed" "X8" 5 "flat"
"Jordan Jegat" "Unclassed" "X9" 5 "flat"
"Jordan Jegat" "Unclassed" "X10" 15 "hills"
"Jordan Jegat" "Unclassed" "X11" 42 "hills"
"Jordan Jegat" "Unclassed" "X12" 16 "mount"
"Jordan Jegat" "Unclassed" "X14" 45 "mount"
"Jordan Jegat" "Unclassed" "X15" 90 "hills"
"Jordan Jegat" "Unclassed" "X16" 10 "mount"
"Jordan Jegat" "Unclassed" "X17" 10 "flat"
"Jordan Jegat" "Unclassed" "X18" 14 "mount"
"Jordan Jegat" "Unclassed" "X19" 40 "mount"
"Jordan Jegat" "Unclassed" "X20" 132 "hills"
"Jordan Jegat" "Unclassed" "X21" 11 "flat"
"Anthony Turgis" "Unclassed" "X1" 170 "flat"
"Anthony Turgis" "Unclassed" "X2" 6 "hills"
"Anthony Turgis" "Unclassed" "X3" 26 "flat"
"Anthony Turgis" "Unclassed" "X4" 4 "hills"
"Anthony Turgis" "Unclassed" "X6" 9 "hills"
"Anthony Turgis" "Unclassed" "X7" 4 "hills"
"Anthony Turgis" "Unclassed" "X8" 30 "flat"
"Anthony Turgis" "Unclassed" "X9" 36 "flat"
"Anthony Turgis" "Unclassed" "X10" 1 "hills"
"Anthony Turgis" "Unclassed" "X11" 1 "hills"
"Anthony Turgis" "Unclassed" "X12" 6 "mount"
"Anthony Turgis" "Unclassed" "X14" 8 "mount"
"Anthony Turgis" "Unclassed" "X15" 0 "hills"
"Anthony Turgis" "Unclassed" "X16" 1 "mount"
"Anthony Turgis" "Unclassed" "X17" 5 "flat"
"Anthony Turgis" "Unclassed" "X18" 13 "mount"
"Anthony Turgis" "Unclassed" "X19" 14 "mount"
"Anthony Turgis" "Unclassed" "X20" 22 "hills"
"Anthony Turgis" "Unclassed" "X21" 10 "flat"
"Mattéo Vercher" "Unclassed" "X1" 20 "flat"
"Mattéo Vercher" "Unclassed" "X2" 0 "hills"
"Mattéo Vercher" "Unclassed" "X3" 0 "flat"
"Mattéo Vercher" "Unclassed" "X4" 0 "hills"
"Mattéo Vercher" "Unclassed" "X6" 0 "hills"
"Mattéo Vercher" "Unclassed" "X7" 0 "hills"
"Mattéo Vercher" "Unclassed" "X8" 0 "flat"
"Mattéo Vercher" "Unclassed" "X9" 0 "flat"
"Mattéo Vercher" "Unclassed" "X10" 0 "hills"
"Mattéo Vercher" "Unclassed" "X11" 0 "hills"
"Mattéo Vercher" "Unclassed" "X12" 0 "mount"
"Mattéo Vercher" "Unclassed" "X14" 0 "mount"
"Mattéo Vercher" "Unclassed" "X15" 0 "hills"
"Mattéo Vercher" "Unclassed" "X16" 0 "mount"
"Mattéo Vercher" "Unclassed" "X17" 0 "flat"
"Mattéo Vercher" "Unclassed" "X18" 0 "mount"
"Mattéo Vercher" "Unclassed" "X19" 0 "mount"
"Mattéo Vercher" "Unclassed" "X20" 0 "hills"
"Mattéo Vercher" "Unclassed" "X21" 0 "flat"
"Edoardo Affini" "Unclassed" "X1" 0 "flat"
"Edoardo Affini" "Unclassed" "X2" 8 "hills"
"Edoardo Affini" "Unclassed" "X3" 6 "flat"
"Edoardo Affini" "Unclassed" "X4" 12 "hills"
"Edoardo Affini" "Unclassed" "X6" 8 "hills"
"Edoardo Affini" "Unclassed" "X7" 12 "hills"
"Edoardo Affini" "Unclassed" "X8" 12 "flat"
"Edoardo Affini" "Unclassed" "X9" 8 "flat"
"Edoardo Affini" "Unclassed" "X10" 16 "hills"
"Edoardo Affini" "Unclassed" "X11" 8 "hills"
"Edoardo Affini" "Unclassed" "X12" 16 "mount"
"Edoardo Affini" "Unclassed" "X14" 14 "mount"
"Edoardo Affini" "Unclassed" "X15" 16 "hills"
"Edoardo Affini" "Unclassed" "X16" 12 "mount"
"Edoardo Affini" "Unclassed" "X17" 12 "flat"
"Edoardo Affini" "Unclassed" "X18" 14 "mount"
"Edoardo Affini" "Unclassed" "X19" 16 "mount"
"Edoardo Affini" "Unclassed" "X20" 12 "hills"
"Edoardo Affini" "Unclassed" "X21" 20 "flat"
"Tiesj Benoot" "Unclassed" "X1" 0 "flat"
"Tiesj Benoot" "Unclassed" "X2" 8 "hills"
"Tiesj Benoot" "Unclassed" "X3" 6 "flat"
"Tiesj Benoot" "Unclassed" "X4" 32 "hills"
"Tiesj Benoot" "Unclassed" "X6" 8 "hills"
"Tiesj Benoot" "Unclassed" "X7" 12 "hills"
"Tiesj Benoot" "Unclassed" "X8" 12 "flat"
"Tiesj Benoot" "Unclassed" "X9" 8 "flat"
"Tiesj Benoot" "Unclassed" "X10" 16 "hills"
"Tiesj Benoot" "Unclassed" "X11" 8 "hills"
"Tiesj Benoot" "Unclassed" "X12" 16 "mount"
"Tiesj Benoot" "Unclassed" "X14" 14 "mount"
"Tiesj Benoot" "Unclassed" "X15" 16 "hills"
"Tiesj Benoot" "Unclassed" "X16" 12 "mount"
"Tiesj Benoot" "Unclassed" "X17" 12 "flat"
"Tiesj Benoot" "Unclassed" "X18" 14 "mount"
"Tiesj Benoot" "Unclassed" "X19" 16 "mount"
"Tiesj Benoot" "Unclassed" "X20" 12 "hills"
"Tiesj Benoot" "Unclassed" "X21" 20 "flat"
"Victor Campenaerts" "Unclassed" "X1" 0 "flat"
"Victor Campenaerts" "Unclassed" "X2" 8 "hills"
"Victor Campenaerts" "Unclassed" "X3" 6 "flat"
"Victor Campenaerts" "Unclassed" "X4" 12 "hills"
"Victor Campenaerts" "Unclassed" "X6" 8 "hills"
